species;var;State;latitude;longitude;Data
Picea jezoensis;;RU;55.14489621;135.5548993;VBGI
Picea jezoensis;;RU;50.74683;133.4198001;VBGI
Picea jezoensis;;RU;54.6035065;127.4801721;VBGI
Picea jezoensis;;RU;54.616667;128.5541671;VBGI
Picea jezoensis;;RU;56.04959349;159.949035;VBGI
Picea jezoensis;;RU;56.05239754;159.8829883;VBGI
Picea jezoensis;;RU;54.687013;158.6173329;VBGI
Picea jezoensis;;RU;56.056112;159.8714441;VBGI
Picea jezoensis;;RU;54.687013;158.6173329;VBGI
Picea jezoensis;;RU;46.9641127;142.7347555;VBGI
Picea jezoensis;;RU;46.97492644;142.5047551;VBGI
Picea jezoensis;;RU;44.06485693;145.7709077;VBGI
Picea jezoensis;;RU;44.0394706;133.8832587;VBGI
Picea jezoensis;;RU;43.1276453;133.1252142;VBGI
Picea jezoensis;;RU;45.0525641;135;VBGI
Picea jezoensis;;RU;44.5573954;135.6227188;VBGI
Picea jezoensis;;RU;45.9294549;133.7427896;VBGI
Picea jezoensis;;RU;43.1698998;133.7600556;VBGI
Picea jezoensis;;RU;43.11531964;133.9429583;VBGI
Picea jezoensis;;RU;45.9294549;133.7427896;VBGI
Picea jezoensis;;RU;43.6503097;132.5024216;VBGI
Picea jezoensis;;RU;45.0432559;136.6092251;VBGI
Picea jezoensis;;RU;45.6829449;136.218079;VBGI
Picea jezoensis;;RU;43.455314;132.57266;VBGI
Picea jezoensis;;RU;44.1676272;133.8685428;VBGI
Picea jezoensis;;RU;43.07263279;134.1895776;VBGI
Picea jezoensis;;RU;43.16340369;132.8012386;VBGI
Picea jezoensis;;RU;43.11452103;132.8354561;VBGI
Picea jezoensis;;RU;43.15510791;132.8047577;VBGI
Picea jezoensis;;RU;45.06035541;136.6052769;VBGI
Picea jezoensis;;RU;45.06447793;136.6090534;VBGI
Picea jezoensis;;RU;43.1850507;132.9097239;VBGI
Picea jezoensis;;RU;44.1676272;133.8685428;VBGI
Picea jezoensis;;RU;44.1676272;133.8685428;VBGI
Picea jezoensis;;RU;47.3350064;142.7899519;VBGI
Picea jezoensis;;RU;47.1698542;142.0634347;VBGI
Picea jezoensis;;RU;47.0657403;142.0584355;VBGI
Picea jezoensis;;RU;54.933333;137.5;VBGI
Picea jezoensis;;RU;43.7936111;146.7472222;VBGI
Picea jezoensis;;RU;43.68234026;134.2021394;VBGI
Picea jezoensis;;RU;43.4763359;131.7101001;VBGI
Picea jezoensis;;RU;44.0394706;133.8832587;VBGI
Picea jezoensis;;RU;44.11872296;133.8809882;VBGI
Picea jezoensis;;RU;43.39380062;131.483615;VBGI
Picea jezoensis;;RU;43.39148982;131.4894987;VBGI
Picea jezoensis;;RU;43.65003023;132.5031512;VBGI
Picea jezoensis;;RU;43.23224467;132.0332066;VBGI
Picea jezoensis;;RU;43.23213133;132.0338932;VBGI
Picea jezoensis;;RU;43.23224077;132.0336786;VBGI
Picea jezoensis;;RU;43.41895043;134.4258106;VBGI
Picea jezoensis;;RU;43.14734329;132.8006378;VBGI
Picea jezoensis;;RU;43.14020398;132.7948013;VBGI
Picea jezoensis;;RU;43.14734329;132.8006378;VBGI
Picea jezoensis;;RU;44.2551686;135.0572606;VBGI
Picea jezoensis;;RU;51.0722125;132.6007578;VBGI
Picea jezoensis;;RU;49.7567238;142.8481098;VBGI
Picea jezoensis;;RU;55.108257;124.83882;VBGI
Picea jezoensis;;RU;43.211833;132.018058;VBGI
Picea jezoensis;;RU;43.211833;132.018058;VBGI
Picea jezoensis;;RU;43.211833;132.018058;VBGI
